year,team,ORtg,DRtg,Pace,netRtg
2019,Virginia,122.6,88.7,61.0,33.9
2019,Gonzaga,124.1,91.6,71.9,32.5
2019,Duke,119.3,88.3,74.0,31.0
2019,Michigan,115.3,86.2,65.8,29.1
2019,North Carolina,119.2,91.2,76.3,28.0
2019,Michigan St.,120.0,92.0,69.2,28.0
2019,Texas Tech,112.1,86.3,67.6,25.8
2019,Tennessee,122.9,95.0,68.8,27.9
2019,Kentucky,116.9,91.7,67.2,25.2
2019,Purdue,121.0,95.6,67.0,25.4
2019,Houston,114.1,90.9,67.4,23.2
2019,Virginia Tech,118.0,94.3,65.0,23.7
2019,Auburn,119.4,95.9,69.3,23.5
2019,Iowa St.,118.2,96.1,69.0,22.1
2019,Wisconsin,108.9,88.8,64.8,20.1
2019,Kansas,112.5,92.2,71.4,20.3
2019,LSU,118.3,97.1,71.2,21.2
2019,Louisville,112.9,92.7,68.7,20.2
2019,Kansas St.,106.5,87.5,64.7,19.0
2019,Florida St.,111.3,92.1,69.9,19.2
2019,Mississippi St.,116.4,96.6,68.7,19.8
2019,Florida,109.8,91.4,64.2,18.4
2019,Maryland,112.5,93.8,67.6,18.7
2019,VCU,104.0,86.9,69.7,17.1
2019,Cincinnati,112.1,93.9,64.9,18.2
2019,Texas,113.1,95.1,66.0,18.0
2019,Buffalo,113.2,95.2,75.3,18.0
2019,Clemson,107.6,90.6,67.4,17.0
2019,UCF,111.1,93.9,66.4,17.2
2019,Wofford,115.8,97.9,67.1,17.9
2019,Nevada,112.9,95.5,70.7,17.4
2019,Oklahoma,108.9,92.8,70.4,16.1
2019,Saint Mary's,114.2,97.3,64.0,16.9
2019,Marquette,112.2,95.7,70.4,16.5
2019,Nebraska,112.2,95.8,68.0,16.4
2019,Mississippi,113.1,96.6,69.6,16.5
2019,Syracuse,109.4,93.5,67.4,15.9
2019,Villanova,115.1,98.7,65.1,16.4
2019,TCU,110.7,94.9,70.1,15.8
2019,N.C. State,112.1,96.5,72.9,15.6
2019,Utah St.,111.2,95.9,69.3,15.3
2019,Penn St.,108.4,93.5,68.8,14.9
2019,Iowa,116.4,100.5,70.9,15.9
2019,Ohio St.,108.3,94.1,67.2,14.2
2019,Oregon,106.4,92.9,65.3,13.5
2019,Baylor,112.0,98.1,66.6,13.9
2019,Washington,106.0,93.4,67.2,12.6
2019,Creighton,113.0,99.6,69.9,13.4
2019,Minnesota,109.5,96.6,68.9,12.9
2019,Indiana,108.2,95.4,68.3,12.8
2019,Alabama,108.6,96.0,70.0,12.6
2019,New Mexico St.,111.6,98.8,66.9,12.8
2019,Lipscomb,108.7,96.8,74.3,11.9
2019,Murray St.,110.5,98.5,70.0,12.0
2019,Missouri,106.8,95.3,65.9,11.5
2019,Dayton,110.7,98.7,66.1,12.0
2019,Memphis,108.8,97.2,75.7,11.6
2019,Temple,109.2,97.6,70.1,11.6
2019,Belmont,113.4,101.3,72.5,12.1
2019,Toledo,109.2,97.8,68.9,11.4
2019,Arkansas,108.2,96.9,71.9,11.3
2019,San Francisco,111.2,99.8,67.7,11.4
2019,Arizona St.,108.9,97.9,71.7,11.0
2019,Seton Hall,107.8,97.0,70.3,10.8
2019,Furman,106.8,96.3,67.9,10.5
2019,South Carolina,107.5,97.0,71.7,10.5
2019,Miami FL,109.4,98.9,68.2,10.5
2019,Butler,110.4,100.0,67.3,10.4
2019,Illinois,109.1,99.0,71.8,10.1
2019,Providence,104.5,94.9,69.1,9.6
2019,Wichita St.,105.9,96.5,69.2,9.4
2019,Colorado,105.7,96.3,69.2,9.4
2019,St. John's,109.1,99.8,72.2,9.3
2019,Vermont,107.2,98.1,66.7,9.1
2019,Northwestern,101.8,93.2,67.2,8.6
2019,Xavier,109.9,100.6,66.4,9.3
2019,Liberty,108.7,99.7,63.2,9.0
2019,Fresno St.,107.2,98.6,69.0,8.6
2019,UC Irvine,105.5,97.0,66.5,8.5
2019,Oklahoma St.,108.3,99.9,67.3,8.4
2019,West Virginia,108.5,100.1,71.7,8.4
2019,Rutgers,104.1,96.2,68.9,7.9
2019,Yale,110.1,102.0,72.2,8.1
2019,Arizona,104.5,96.8,68.0,7.7
2019,South Dakota St.,111.4,103.2,72.3,8.2
2019,USC,108.4,100.5,71.0,7.9
2019,East Tennessee St.,107.4,99.6,68.4,7.8
2019,SMU,112.3,104.2,66.3,8.1
2019,Texas A&M,106.4,98.8,68.8,7.6
2019,Davidson,106.4,98.9,66.1,7.5
2019,Notre Dame,107.5,100.0,66.6,7.5
2019,Connecticut,108.1,100.6,70.3,7.5
2019,San Diego,105.3,98.1,68.0,7.2
2019,UCLA,108.1,100.7,73.8,7.4
2019,Oregon St.,110.3,103.0,67.0,7.3
2019,Northeastern,110.0,102.8,67.7,7.2
2019,BYU,110.4,103.2,72.4,7.2
2019,UNC Greensboro,104.9,98.2,68.7,6.7
2019,Utah,114.5,107.3,67.4,7.2
2019,Georgetown,108.1,101.3,73.7,6.8
2019,Northern Kentucky,108.4,101.6,69.6,6.8
2019,Penn,103.9,97.5,68.6,6.4
2019,Hofstra,114.7,107.7,69.0,7.0
2019,Southern Miss,105.8,99.4,66.1,6.4
2019,Loyola Chicago,104.1,97.8,64.0,6.3
2019,Georgia Southern,107.3,101.0,74.7,6.3
2019,South Florida,101.6,95.7,68.6,5.9
2019,Georgia St.,107.6,101.3,71.2,6.3
2019,Pittsburgh,103.3,97.4,68.7,5.9
2019,Saint Louis,101.1,95.4,67.6,5.7
2019,Grand Canyon,106.7,100.7,69.1,6.0
2019,DePaul,110.0,104.0,70.6,6.0
2019,Drake,107.2,101.3,70.4,5.9
2019,Akron,99.0,93.6,67.5,5.4
2019,Tulsa,104.7,99.1,70.0,5.6
2019,Wright St.,106.0,100.5,66.7,5.5
2019,Bowling Green,106.8,101.5,71.5,5.3
2019,St. Bonaventure,100.8,95.8,65.6,5.0
2019,Old Dominion,100.4,95.5,66.0,4.9
2019,Boise St.,107.6,102.4,66.7,5.2
2019,San Diego St.,103.4,98.4,67.8,5.0
2019,Harvard,104.1,99.2,68.7,4.9
2019,Georgia Tech,99.5,94.7,68.4,4.8
2019,Georgia,105.0,100.1,70.0,4.9
2019,Utah Valley,107.5,102.6,69.6,4.9
2019,Austin Peay,109.6,104.7,70.3,4.9
2019,Boston College,106.3,101.7,68.7,4.6
2019,Jacksonville St.,103.1,98.7,68.9,4.4
2019,Western Kentucky,104.2,99.8,69.2,4.4
2019,Texas St.,101.1,97.3,66.3,3.8
2019,Charleston,106.5,102.6,66.9,3.9
2019,Ball St.,102.4,98.8,71.5,3.6
2019,Rhode Island,102.9,99.3,69.0,3.6
2019,Montana,106.7,103.2,67.6,3.5
2019,Loyola Marymount,102.6,99.3,64.1,3.3
2019,Central Michigan,108.9,105.4,72.2,3.5
2019,Stanford,101.5,98.3,71.0,3.2
2019,Radford,107.6,104.5,65.8,3.1
2019,Kent St.,108.8,105.7,68.9,3.1
2019,Louisiana Monroe,111.0,108.0,67.5,3.0
2019,Colgate,108.4,105.5,68.1,2.9
2019,Samford,105.5,103.0,70.4,2.5
2019,Brown,97.9,95.8,72.4,2.1
2019,UTSA,104.5,102.4,73.3,2.1
2019,Miami OH,104.2,102.4,67.5,1.8
2019,Northern Illinois,107.4,105.5,67.3,1.9
2019,Louisiana Tech,103.8,102.2,67.0,1.6
2019,Coastal Carolina,104.8,103.1,70.6,1.7
2019,Pepperdine,106.5,105.0,71.6,1.5
2019,North Texas,99.0,97.8,66.9,1.2
2019,Abilene Christian,102.2,101.0,66.9,1.2
2019,UAB,105.4,104.2,66.4,1.2
2019,Vanderbilt,101.4,100.3,68.7,1.1
2019,Seattle,101.2,100.4,68.7,0.8
2019,UT Arlington,99.6,99.0,67.7,0.6
2019,Bucknell,104.3,103.9,72.0,0.4
2019,Wake Forest,103.8,103.7,68.8,0.1
2019,Richmond,107.6,107.6,67.2,0.0
2019,Florida Atlantic,98.7,98.8,68.9,-0.1
2019,Lehigh,107.9,108.0,73.0,-0.1
2019,Duquesne,103.4,103.7,71.1,-0.3
2019,George Mason,102.8,103.0,69.3,-0.2
2019,Louisiana,106.1,106.4,73.3,-0.3
2019,Saint Joseph's,105.1,105.4,69.9,-0.3
2019,UNLV,104.8,105.3,68.9,-0.5
2019,Southern Illinois,101.9,102.5,67.1,-0.6
2019,Sam Houston St.,104.6,105.3,67.5,-0.7
2019,Princeton,98.3,98.9,68.8,-0.6
2019,Eastern Michigan,101.5,102.2,64.3,-0.7
2019,Northern Colorado,102.7,103.5,67.5,-0.8
2019,Purdue Fort Wayne,106.8,107.7,73.0,-0.9
2019,North Florida,103.0,103.9,73.3,-0.9
2019,Marshall,106.5,107.6,75.9,-1.1
2019,Oakland,107.7,108.9,69.8,-1.2
2019,Bradley,100.0,101.1,66.3,-1.1
2019,Missouri St.,101.8,103.1,67.3,-1.3
2019,Nebraska Omaha,108.7,110.0,69.3,-1.3
2019,Illinois Chicago,100.7,101.9,71.7,-1.2
2019,Northern Iowa,100.5,101.9,65.5,-1.4
2019,American,101.6,103.1,68.0,-1.5
2019,Winthrop,105.5,107.2,74.2,-1.7
2019,Gardner Webb,105.5,107.2,68.5,-1.7
2019,Colorado St.,106.7,108.5,68.3,-1.8
2019,Charleston Southern,100.0,101.8,70.4,-1.8
2019,Stony Brook,97.8,99.7,70.7,-1.9
2019,Ohio,97.8,99.7,70.8,-1.9
2019,UC Santa Barbara,103.6,105.8,65.7,-2.2
2019,New Mexico,103.0,105.3,73.9,-2.3
2019,IU Indy,102.9,105.2,70.3,-2.3
2019,Cal Baptist,105.7,108.1,69.3,-2.4
2019,Presbyterian,107.7,110.2,68.9,-2.5
2019,Mercer,102.4,104.9,68.2,-2.5
2019,Santa Clara,100.3,102.8,67.6,-2.5
2019,Campbell,106.5,109.2,66.8,-2.7
2019,Appalachian St.,105.6,108.4,72.7,-2.8
2019,NJIT,100.2,102.8,68.0,-2.6
2019,UT Rio Grande Valley,96.8,99.5,71.5,-2.7
2019,North Dakota St.,105.8,108.7,66.4,-2.9
2019,Indiana St.,101.1,104.0,70.1,-2.9
2019,Dartmouth,103.6,106.8,67.5,-3.2
2019,Hampton,105.5,108.8,72.3,-3.3
2019,Hawaii,102.2,105.5,67.3,-3.3
2019,Illinois St.,100.7,104.1,68.1,-3.4
2019,La Salle,99.6,102.9,70.7,-3.3
2019,Green Bay,102.4,105.9,75.3,-3.5
2019,Washington St.,105.4,109.0,71.6,-3.6
2019,Rider,100.8,104.3,75.2,-3.5
2019,Hartford,106.1,109.9,68.3,-3.8
2019,FIU,101.2,104.9,79.3,-3.7
2019,Pacific,99.4,103.3,66.3,-3.9
2019,Cal St. Fullerton,97.8,101.8,70.9,-4.0
2019,Prairie View A&M,101.0,105.1,72.1,-4.1
2019,Columbia,101.3,105.6,69.0,-4.3
2019,South Alabama,102.1,106.5,67.6,-4.4
2019,Valparaiso,97.8,102.1,66.3,-4.3
2019,Massachusetts,103.3,107.9,69.1,-4.6
2019,Weber St.,100.4,104.9,72.1,-4.5
2019,Lamar,102.0,106.7,69.5,-4.7
2019,South Dakota,99.5,104.0,68.2,-4.5
2019,Iona,105.2,110.1,72.1,-4.9
2019,High Point,98.8,103.4,64.9,-4.6
2019,California,103.6,108.5,67.8,-4.9
2019,William & Mary,102.6,107.4,70.1,-4.8
2019,Cal St. Bakersfield,101.8,106.8,66.6,-5.0
2019,Cornell,97.9,102.8,69.3,-4.9
2019,Long Beach St.,100.1,105.2,72.7,-5.1
2019,Fairleigh Dickinson,104.8,110.3,68.3,-5.5
2019,Florida Gulf Coast,100.0,105.3,69.8,-5.3
2019,Detroit Mercy,105.4,111.0,70.2,-5.6
2019,Little Rock,99.0,104.2,71.7,-5.2
2019,Boston University,103.3,108.8,67.9,-5.5
2019,Holy Cross,100.5,106.0,65.1,-5.5
2019,Marist,101.0,106.7,66.0,-5.7
2019,Eastern Kentucky,98.9,104.9,78.5,-6.0
2019,Troy,102.3,108.6,68.4,-6.3
2019,Fordham,96.8,102.8,66.4,-6.0
2019,Air Force,99.7,105.9,67.6,-6.2
2019,Western Michigan,99.0,105.2,70.5,-6.2
2019,East Carolina,97.9,104.1,69.8,-6.2
2019,Evansville,98.2,104.4,70.9,-6.2
2019,Arkansas St.,102.1,108.7,69.4,-6.6
2019,Chattanooga,101.2,107.6,67.8,-6.4
2019,Army,96.0,102.2,71.3,-6.2
2019,UMBC,94.8,101.1,66.3,-6.3
2019,Siena,101.1,107.8,62.0,-6.7
2019,Texas Southern,102.2,109.0,75.7,-6.8
2019,Quinnipiac,103.7,110.8,68.1,-7.1
2019,The Citadel,106.2,113.7,75.2,-7.5
2019,Youngstown St.,103.6,111.1,68.7,-7.5
2019,Middle Tennessee,96.8,103.9,69.2,-7.1
2019,UMKC,99.1,106.4,67.9,-7.3
2019,Rice,102.5,110.0,71.7,-7.5
2019,Eastern Washington,99.5,106.9,68.7,-7.4
2019,Saint Francis,104.1,112.0,69.5,-7.9
2019,North Dakota,97.0,104.4,71.0,-7.4
2019,Southeastern Louisiana,97.2,104.6,66.6,-7.4
2019,UC Davis,95.2,102.6,67.1,-7.4
2019,Delaware,104.0,112.2,64.9,-8.2
2019,Morehead St.,100.9,109.0,68.7,-8.1
2019,Cal St. Northridge,103.7,112.0,71.9,-8.3
2019,LIU,97.5,105.5,72.4,-8.0
2019,Sacred Heart,102.3,110.8,73.5,-8.5
2019,UNC Wilmington,104.5,113.2,70.7,-8.7
2019,Tulane,96.6,104.7,71.1,-8.1
2019,Milwaukee,99.0,107.4,67.6,-8.4
2019,Oral Roberts,102.9,111.8,68.4,-8.9
2019,St. Francis NY,95.4,103.8,69.8,-8.4
2019,Canisius,100.9,109.8,69.2,-8.9
2019,Drexel,103.8,113.0,70.9,-9.2
2019,Fairfield,97.0,105.7,69.4,-8.7
2019,George Washington,95.4,104.0,68.9,-8.6
2019,Robert Morris,94.1,102.7,67.6,-8.6
2019,Southern Utah,96.3,105.2,71.8,-8.9
2019,Cleveland St.,100.7,110.1,70.8,-9.4
2019,Loyola MD,100.4,109.8,70.2,-9.4
2019,Navy,96.6,105.7,68.3,-9.1
2019,Albany,97.7,106.9,67.4,-9.2
2019,Norfolk St.,96.7,105.8,70.2,-9.1
2019,Houston Christian,102.2,111.8,74.9,-9.6
2019,New Orleans,95.6,104.7,69.4,-9.1
2019,Jacksonville,97.0,106.3,72.4,-9.3
2019,Montana St.,105.1,115.2,71.0,-10.1
2019,Grambling St.,93.9,103.0,70.7,-9.1
2019,Sacramento St.,95.5,104.9,68.7,-9.4
2019,Western Carolina,99.7,109.4,71.0,-9.7
2019,Western Illinois,97.3,106.8,68.5,-9.5
2019,Tennessee Martin,104.0,114.3,69.5,-10.3
2019,James Madison,99.8,109.8,66.5,-10.0
2019,Towson,99.6,109.7,64.9,-10.1
2019,Texas A&M Corpus Chris,93.9,103.5,66.1,-9.6
2019,Longwood,95.9,105.7,68.3,-9.8
2019,UMass Lowell,102.3,112.8,71.7,-10.5
2019,Monmouth,92.7,102.2,68.9,-9.5
2019,Portland St.,100.7,111.1,70.2,-10.4
2019,North Carolina Central,97.2,107.5,66.4,-10.3
2019,UTEP,90.0,99.8,69.5,-9.8
