year,team,ORtg,DRtg,Pace,netRtg
2013,Florida,117.6,85.6,62.7,32.0
2013,Indiana,122.5,89.9,68.1,32.6
2013,Louisville,112.6,83.5,67.5,29.1
2013,Gonzaga,119.4,90.3,65.2,29.1
2013,Kansas,112.3,86.0,67.7,26.3
2013,Duke,118.0,91.3,68.1,26.7
2013,Ohio St.,113.4,89.3,65.0,24.1
2013,Michigan,120.4,95.0,64.8,25.4
2013,Wisconsin,108.4,85.7,62.1,22.7
2013,Syracuse,113.4,89.9,65.7,23.5
2013,Georgetown,106.8,84.6,62.1,22.2
2013,Pittsburgh,114.1,91.3,60.0,22.8
2013,Michigan St.,110.4,89.1,64.6,21.3
2013,Creighton,118.0,95.5,65.3,22.5
2013,VCU,113.4,92.0,68.3,21.4
2013,Miami FL,110.9,90.0,63.2,20.9
2013,Minnesota,112.7,92.0,64.0,20.7
2013,Arizona,113.0,92.4,67.0,20.6
2013,Oklahoma St.,107.9,88.4,67.3,19.5
2013,Saint Louis,107.9,88.6,64.7,19.3
2013,Marquette,113.3,94.1,64.9,19.2
2013,Kansas St.,112.1,93.7,63.2,18.4
2013,Cincinnati,105.1,88.1,65.5,17.0
2013,Saint Mary's,115.0,96.6,65.2,18.4
2013,San Diego St.,105.5,88.7,67.0,16.8
2013,Notre Dame,114.5,96.3,61.6,18.2
2013,Iowa,107.6,90.6,67.9,17.0
2013,Missouri,112.9,95.2,67.6,17.7
2013,Virginia,106.7,90.0,60.3,16.7
2013,UNLV,105.6,89.0,69.3,16.6
2013,Colorado St.,115.5,97.4,64.8,18.1
2013,North Carolina,110.7,93.5,71.4,17.2
2013,Memphis,107.3,90.8,69.5,16.5
2013,N.C. State,115.6,98.1,68.2,17.5
2013,Wichita St.,107.8,91.6,64.8,16.2
2013,New Mexico,106.4,90.6,65.5,15.8
2013,Iowa St.,115.5,98.5,69.6,17.0
2013,Illinois,110.1,94.0,66.4,16.1
2013,Butler,109.4,93.7,64.4,15.7
2013,UCLA,110.9,95.0,69.5,15.9
2013,Oregon,103.8,89.2,69.2,14.6
2013,Middle Tennessee,105.2,90.4,65.0,14.8
2013,Colorado,105.8,91.0,65.6,14.8
2013,Stanford,108.3,93.3,68.2,15.0
2013,Kentucky,109.9,95.0,67.9,14.9
2013,Connecticut,108.7,94.0,65.3,14.7
2013,Villanova,105.0,91.2,67.8,13.8
2013,Oklahoma,109.5,95.1,66.9,14.4
2013,La Salle,109.8,95.5,66.6,14.3
2013,Baylor,110.1,95.7,67.4,14.4
2013,Belmont,108.9,94.9,67.4,14.0
2013,Southern Miss,109.5,95.4,64.8,14.1
2013,Boise St.,111.4,97.1,66.4,14.3
2013,Mississippi,109.7,95.9,71.1,13.8
2013,Denver,108.0,94.5,59.0,13.5
2013,Maryland,105.6,92.6,67.2,13.0
2013,Bucknell,105.6,93.2,63.3,12.4
2013,Temple,110.0,97.5,67.1,12.5
2013,California,105.6,93.7,66.4,11.9
2013,BYU,107.1,95.2,71.4,11.9
2013,Providence,105.8,94.1,66.2,11.7
2013,Alabama,102.7,91.4,61.7,11.3
2013,Dayton,111.0,98.8,66.4,12.2
2013,Purdue,104.6,93.0,66.5,11.6
2013,Akron,105.4,93.8,66.6,11.6
2013,Illinois St.,108.2,96.6,70.4,11.6
2013,Tennessee,107.0,95.6,63.5,11.4
2013,Santa Clara,109.1,97.9,67.5,11.2
2013,Davidson,110.8,99.5,65.4,11.3
2013,Stephen F. Austin,97.9,88.2,60.8,9.7
2013,Xavier,105.0,94.7,63.1,10.3
2013,Stony Brook,103.3,93.2,64.3,10.1
2013,Arkansas,105.9,95.5,71.3,10.4
2013,Saint Joseph's,107.5,97.0,63.1,10.5
2013,Ohio,105.5,95.4,67.9,10.1
2013,Northern Iowa,103.7,93.8,62.4,9.9
2013,Washington,106.6,96.6,65.6,10.0
2013,Valparaiso,107.8,97.7,65.8,10.1
2013,Richmond,109.6,99.4,63.8,10.2
2013,North Dakota St.,103.1,93.5,60.8,9.6
2013,Arizona St.,105.7,96.1,65.9,9.6
2013,Georgia Tech,99.2,90.4,66.4,8.8
2013,Evansville,104.6,95.6,65.7,9.0
2013,Massachusetts,106.6,97.6,71.1,9.0
2013,Rutgers,107.2,98.3,64.5,8.9
2013,Detroit Mercy,111.7,102.5,70.4,9.2
2013,Texas,100.1,92.2,66.1,7.9
2013,Princeton,107.4,99.0,60.6,8.4
