year,team,ORtg,DRtg,Pace,netRtg
2015,Kentucky,119.0,83.5,63.5,35.5
2015,Wisconsin,126.4,92.1,59.3,34.3
2015,Virginia,113.2,83.3,58.3,29.9
2015,Duke,124.6,93.1,66.8,31.5
2015,Arizona,115.5,86.5,66.9,29.0
2015,Villanova,120.7,91.4,64.8,29.3
2015,Gonzaga,120.4,92.9,65.1,27.5
2015,Utah,115.1,88.9,61.5,26.2
2015,North Carolina,118.4,91.7,70.2,26.7
2015,Oklahoma,110.0,87.3,68.1,22.7
2015,Baylor,115.8,92.8,62.2,23.0
2015,Notre Dame,124.4,99.8,64.1,24.6
2015,Louisville,107.9,86.6,66.0,21.3
2015,Kansas,113.3,91.0,67.3,22.3
2015,Wichita St.,114.1,91.7,62.2,22.4
2015,Michigan St.,114.8,92.6,64.1,22.2
2015,Northern Iowa,114.0,92.2,58.5,21.8
2015,Ohio St.,114.2,92.8,66.6,21.4
2015,Iowa St.,118.1,96.7,69.9,21.4
2015,Iowa,113.1,92.6,64.6,20.5
2015,Texas,110.6,91.4,62.9,19.2
2015,Butler,108.5,89.7,64.1,18.8
2015,Georgetown,111.5,93.2,64.7,18.3
2015,Xavier,115.0,96.2,66.0,18.8
2015,West Virginia,110.5,92.9,69.1,17.6
2015,Providence,111.8,94.0,65.8,17.8
2015,Florida,106.2,89.7,62.7,16.5
2015,San Diego St.,102.5,86.9,61.2,15.6
2015,SMU,111.2,94.5,63.7,16.7
2015,BYU,118.1,100.7,70.6,17.4
2015,Maryland,109.9,93.9,64.6,16.0
2015,St. John's,109.6,93.8,66.9,15.8
2015,Arkansas,113.3,97.0,70.1,16.3
2015,Davidson,119.3,102.4,67.3,16.9
2015,Purdue,110.1,94.5,65.0,15.6
2015,N.C. State,113.3,97.3,64.9,16.0
2015,Syracuse,105.9,91.0,66.4,14.9
2015,VCU,109.0,93.9,67.4,15.1
2015,Georgia,107.8,93.2,64.7,14.6
2015,Oklahoma St.,109.7,94.8,63.9,14.9
2015,Miami FL,111.5,96.4,62.7,15.1
2015,Cincinnati,106.4,92.5,60.2,13.9
2015,Indiana,118.9,103.4,67.1,15.5
2015,Illinois,107.7,93.7,65.7,14.0
2015,LSU,107.1,93.7,70.3,13.4
2015,Stanford,111.8,98.1,65.2,13.7
2015,Mississippi,112.7,99.0,66.4,13.7
2015,Minnesota,110.7,97.4,68.1,13.3
2015,UCLA,110.1,96.9,66.9,13.2
2015,TCU,106.8,94.1,64.1,12.7
2015,South Carolina,104.0,91.8,64.9,12.2
2015,Colorado St.,110.7,97.8,67.0,12.9
2015,Oregon,112.6,99.5,66.9,13.1
2015,Vanderbilt,112.6,99.5,63.3,13.1
2015,Saint Mary's,110.5,97.8,63.1,12.7
2015,Michigan,109.3,96.7,60.3,12.6
2015,Boise St.,109.5,97.1,63.7,12.4
2015,Stephen F. Austin,111.6,98.9,66.5,12.7
2015,Texas A&M,106.6,94.7,64.1,11.9
2015,Dayton,106.5,94.8,64.0,11.7
2015,Illinois St.,106.8,95.1,65.3,11.7
2015,Richmond,106.8,95.3,61.6,11.5
2015,Rhode Island,102.0,91.3,65.5,10.7
2015,Buffalo,108.8,97.6,69.2,11.2
2015,George Washington,106.4,95.4,62.4,11.0
2015,Valparaiso,105.0,94.3,63.2,10.7
2015,Old Dominion,105.1,94.6,60.5,10.5
2015,Temple,101.8,91.6,65.9,10.2
2015,Clemson,103.7,93.4,62.2,10.3
2015,Green Bay,103.0,92.9,65.3,10.1
2015,Georgia St.,109.1,98.5,63.5,10.6
2015,Pittsburgh,113.1,102.2,60.8,10.9
2015,Arizona St.,107.5,97.3,66.2,10.2
2015,Seton Hall,108.0,97.8,66.3,10.2
2015,Murray St.,113.2,102.8,66.8,10.4
2015,Memphis,104.3,94.7,66.7,9.6
2015,Alabama,108.2,98.4,62.7,9.8
2015,Georgia Tech,102.3,93.4,64.2,8.9
2015,Tulsa,101.1,92.3,64.3,8.8
2015,Penn St.,103.8,94.8,65.9,9.0
2015,Central Michigan,113.9,104.7,64.3,9.2
2015,Boston College,107.5,99.2,63.9,8.3
2015,Marquette,104.0,95.9,64.3,8.1
2015,Connecticut,104.9,96.9,62.5,8.0
2015,Kansas St.,104.7,96.7,62.7,8.0
