year,team,ORtg,DRtg,Pace,netRtg
2023,UT Rio Grande Valley,101.4,109.1,73.3,-7.7
2023,Southeastern Louisiana,102.0,109.9,69.5,-7.9
2023,Alcorn St.,99.3,107.1,68.0,-7.8
2023,Fairfield,97.3,104.9,65.7,-7.6
2023,Lafayette,94.3,101.8,63.7,-7.5
2023,Dartmouth,97.6,105.5,69.4,-7.9
2023,Nicholls St.,97.8,105.7,71.3,-7.9
2023,UTSA,100.9,109.3,69.8,-8.4
2023,Southeast Missouri St.,98.7,106.9,72.9,-8.2
2023,American,100.0,108.5,63.2,-8.5
2023,Louisiana Monroe,96.5,104.8,66.8,-8.3
2023,Bowling Green,102.0,110.8,70.3,-8.8
2023,Prairie View A&M,92.9,101.0,68.3,-8.1
2023,Maryland Eastern Shore,92.3,100.5,70.1,-8.2
2023,Louisville,99.1,107.9,67.3,-8.8
2023,Illinois Chicago,97.1,105.8,69.7,-8.7
2023,Maine,97.9,106.9,66.4,-9.0
2023,New Hampshire,96.1,104.9,64.8,-8.8
2023,Tennessee Martin,100.0,109.2,71.8,-9.2
2023,North Dakota,101.4,110.7,67.7,-9.3
2023,Oakland,101.5,110.9,69.2,-9.4
2023,Miami OH,101.6,111.1,67.5,-9.5
2023,Southern Indiana,101.1,110.6,70.1,-9.5
2023,Denver,99.4,109.0,69.3,-9.6
2023,Tennessee Tech,99.9,109.5,67.1,-9.6
2023,Southern,94.6,103.9,71.7,-9.3
2023,Georgia St.,95.9,105.3,67.7,-9.4
2023,Coastal Carolina,102.5,112.6,68.8,-10.1
2023,Tulsa,98.4,108.2,68.8,-9.8
2023,Tennessee St.,99.1,109.0,71.2,-9.9
2023,Marist,95.8,105.4,66.3,-9.6
2023,Texas Southern,94.8,104.3,70.1,-9.5
2023,Lehigh,96.2,105.8,70.2,-9.6
2023,Bucknell,97.9,108.0,67.5,-10.1
2023,Charleston Southern,104.1,115.0,66.3,-10.9
2023,Illinois St.,97.9,108.2,65.7,-10.3
2023,Boston University,95.9,106.0,66.2,-10.1
2023,Arkansas St.,97.8,108.2,63.9,-10.4
2023,Cal St. Bakersfield,93.3,103.3,63.7,-10.0
2023,Valparaiso,95.9,106.2,68.7,-10.3
2023,High Point,98.8,109.5,72.2,-10.7
2023,Northeastern,96.3,106.8,67.7,-10.5
2023,Merrimack,88.9,98.7,66.9,-9.8
2023,Cal Poly,92.5,102.7,64.7,-10.2
2023,Western Illinois,99.8,111.1,67.4,-11.3
2023,Idaho,100.6,112.2,66.6,-11.6
2023,Chicago St.,100.1,111.8,65.6,-11.7
2023,South Dakota,100.6,112.5,66.7,-11.9
2023,Fairleigh Dickinson,104.6,117.0,69.5,-12.4
2023,Saint Peter's,95.1,106.5,63.8,-11.4
2023,William & Mary,98.9,110.8,65.8,-11.9
2023,Wagner,92.8,104.0,62.9,-11.2
2023,Binghamton,97.3,109.3,66.7,-12.0
